ID,Vulnerability description,Vulnerability location,Location-subtype,Vulnerability type,Type-subtype,Risk,Time,Attack surface,Country/region,EPA size,SAE level,Power type,APP class,Vehicle ID,Participant ID,Skill1,Skill2,Skill3,Skill4,Privacy data breach,Control hijacking,Ransomware,System damage,Unauthroized unlocking,Driving accident
626,CVE-2019-13272 kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-1-11,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,5,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
627,Vulnerability allowing access to engineering mode and ADB debugging in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,High,2023-1-10,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
628,Malicious APK installation vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Medium,2023-1-10,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
629,Engineering mode allows modification of VIN code in XX Company's XX model,In-vehicle,IVI,File operation,File tampering,Medium,2023-1-10,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,5,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
630,Engineering mode in XX Company's XX model is not password-protected,In-vehicle,IVI,Authorization,Weak password,Medium,2023-1-10,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,5,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
631,Bluetooth Denial of Service (DoS) vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-1-9,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
632,The infotainment hotspot of XX Company is not isolated by subnet and the T-BOX has a weak password,In-vehicle,T-Box,Authorization,Weak password,Medium,2023-1-9,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
633,Unauthorized API calls in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-1-8,Remote,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
634,Denial of Service (DoS) vulnerability in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
635,VIN and ICCID information leakage in XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
636,Radio module is operable in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
637,Location information leakage in the IVI of XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
638,ADB authentication bypass vulnerability in the IVI of XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Medium,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
639,Vulnerability allowing bypass of app installation restrictions and installation of any app in XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Medium,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
640,Vulnerability allowing bypass to open the web browser in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Medium,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
641,Vulnerability allowing bypass of background settings and enabling developer mode in XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Medium,2023-1-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
642,Communication in XX Company's APP leaks account and password of a certain platform,Outside-vehicle,APP,Authorization,Weak password,Low,2023-1-8,Remote,China,Sedan,L2,Electric, APP-internal,Daily,-,Unpacking,Reverse engineering,Code audit,Traffic analysis,TRUE,TRUE,-,-,-,-
643,Vulnerability in the infotainment browser of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Low,2023-1-8,Short-range,China,Sedan,L2,Electric,-,Daily,-,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
644,Port information leakage in XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-1-8,Short-range,China,Sedan,L2,Electric,-,Daily,-,Port scanning,-,-,-,TRUE,-,-,-,-,-
645,Leakage of MQTT authentication certificates in XX Company's XX model,In-vehicle,T-Box,Information leakage,Information leakage,Medium,2023-1-7,Remote,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
646,Unauthorized access to service in XX Company's XX model,Network,Network,Authorization,Unauthorized accessing,Medium,2023-1-7,Short-range,America,Sedan,L2,Electric,-,Competition-1-Vehicle-4,6,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
647,Abnormal WebSocket session causes navigation restart in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-1-5,Short-range,China,Sedan,L2,Hybird,-,Daily,-,Fuzzing,-,-,-,-,-,-,TRUE,-,-
648,Vulnerability in the infotainment Bluetooth parsing in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-1-5,Short-range,China,Sedan,L2,Electric,-,Daily,-,Fuzzing,-,-,-,-,-,-,TRUE,-,-
649,Vulnerability in the infotainment WIFI parsing in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-1-5,Short-range,China,Sedan,L2,Electric,-,Daily,-,Fuzzing,-,-,-,-,-,-,TRUE,-,-
